0ff7ca48-795b-4634-8686-81666fb11d4e;c0c540e2-30d5-4d7b-9ede-b1994aae5104;47;34255555;(47) 3425-5555;False;False
ef72b23b-96e9-4c36-b7b4-17492e239f19;c0c540e2-30d5-4d7b-9ede-b1994aae5104;47;34352731;(47) 3435-2731;False;False
1a8b3ec1-bfc6-4389-95bf-6f310bd94fa1;c0c540e2-30d5-4d7b-9ede-b1994aae5104;47;34351391;(47) 3435-1391;False;False
3e3510d1-57bc-4627-b7ba-b2a84a425f6a;c0c540e2-30d5-4d7b-9ede-b1994aae5104;47;30272731;(47) 3027-2731;False;False
f5e2ee7c-c326-427b-bfdf-c176ae096321;c0c540e2-30d5-4d7b-9ede-b1994aae5104;47;999846655;(47) 99984-6655;True;False
dd0667e1-9e50-4b40-a3ae-0de03f06c6f1;33aaca3a-fc09-4a4b-85dd-eaacacc4de9a;47;34540055;(47) 3454-0055;False;False
f05ba3ad-02a7-4933-8361-07617c480540;33aaca3a-fc09-4a4b-85dd-eaacacc4de9a;47;34384722;(47) 3438-4722;False;False
8c1c070a-faf0-4f50-9f60-bc2e4be5031c;33aaca3a-fc09-4a4b-85dd-eaacacc4de9a;47;991878476;(47) 99187-8476;True;False
1af147be-44dd-4103-925f-838d592b0d18;310fb42e-4878-4e3d-8667-c2383f07defc;47;30285110;(47) 3028-5110;False;False
ce46ba55-39fe-4b16-b5ca-9be090d8fd58;310fb42e-4878-4e3d-8667-c2383f07defc;47;999318769;(47) 99931-8769;False;False
e9072fc7-3c30-46fa-b87e-cf9231803ca6;310fb42e-4878-4e3d-8667-c2383f07defc;47;992362991;(47) 99236-2991;True;False
a2b47996-1223-49a0-a6e2-184a9f8d6c0c;0dba75d6-bcba-40c1-89fa-db3c51f42732;47;34738942;(47) 3473-8942;False;False
b7a6c31e-f44b-4738-8441-47b86e2c307c;0dba75d6-bcba-40c1-89fa-db3c51f42732;47;999761111;(47) 99976-1111;True;False
87877ffe-dc63-4093-b2f8-9ef46f2c43cb;47344272-4500-4a64-ba1f-c5f73810cb81;47;34353333;(47) 3435-3333;False;False
8e638fe2-4ec6-483f-91e5-a79923d6b5ad;47344272-4500-4a64-ba1f-c5f73810cb81;47;32027436;(47) 3202-7436;False;False
89b5b6f3-b71b-4d1e-9d97-361ebb6ed2f8;47344272-4500-4a64-ba1f-c5f73810cb81;47;996704138;(47) 99670-4138;True;False
50e801f0-80e7-4ce1-a0c2-dfb8086b933b;c9f19b2e-937f-4fc7-bff0-16c73c996ecd;47;34675253;(47) 3467-5253;False;False
2fe9bf85-b04b-4670-b131-3cd3553e2647;fa9980dd-5b5b-45eb-9047-3f5fafdbd827;47;34374042;(47) 3437-4042;False;False
ed9972c8-2014-4805-a012-fe2f4ed8526d;fa9980dd-5b5b-45eb-9047-3f5fafdbd827;47;988863300;(47) 98886-3300;False;False
a648a862-a36a-4b4b-a191-fe72990e19f1;fa9980dd-5b5b-45eb-9047-3f5fafdbd827;47;34258455;(47) 3425-8455;False;False
9d2c1d83-cc04-4f0c-be1e-1e6af713f5ff;fa9980dd-5b5b-45eb-9047-3f5fafdbd827;47;997639779;(47) 99763-9779;True;False
76592e66-f322-4bdb-93fd-5b4ba93dcd70;ba85fe32-29f9-4536-8a05-2c3ba1fda363;47;34322944;(47) 3432-2944;False;False
18b4fe36-416f-4aac-b2ca-a3f89882cede;ba85fe32-29f9-4536-8a05-2c3ba1fda363;47;34330322;(47) 3433-0322;False;False
1cec9ba5-7c34-46cd-ae63-6e5292b151b6;ba85fe32-29f9-4536-8a05-2c3ba1fda363;47;996945761;(47) 99694-5761;True;False
a0b67664-8cea-405a-a604-c7c5293ab510;75146da7-35b2-4d4d-a41c-d7f5faa4cc82;47;34342481;(47) 3434-2481;False;False
1b34662b-5a0c-44e5-804b-33e5d3486fc2;75146da7-35b2-4d4d-a41c-d7f5faa4cc82;47;997421033;(47) 99742-1033;True;False
ca445101-eb76-4e64-87b9-45dac067d355;c8c32021-4cd6-4b5b-9e8d-d3246ff31f09;47;41010180;(47) 4101-0180;False;False
7126fbe4-deb8-4485-b5b5-b1cd2a7d2f1b;c8c32021-4cd6-4b5b-9e8d-d3246ff31f09;47;999935092;(47) 99993-5092;True;False
17b80858-c852-48f7-8f5d-dcbd6f8c3618;5f9b4146-da29-4844-ada8-7310739b5584;47;34375062;(47) 3437-5062;False;False
b6e34f26-76e2-44f1-8217-e99d076219f1;5f9b4146-da29-4844-ada8-7310739b5584;47;999281133;(47) 99928-1133;True;False
e097131d-3432-4b8a-b669-d3adc66d96c4;1509fc4c-ce0e-460c-ba19-ffd8147e1d6d;47;34268000;(47) 3426-8000;False;False
92656cf8-fb34-46b1-bbcc-959e19fb81f2;1509fc4c-ce0e-460c-ba19-ffd8147e1d6d;47;984540152;(47) 98454-0152;True;False
b20d783b-ee2a-47e4-9c17-1f4074b1fdb7;1509fc4c-ce0e-460c-ba19-ffd8147e1d6d;47;34260024;(47) 3426-0024;False;False
5e24fdc8-8b56-46a6-bc67-4b436ed901a9;b14b2feb-ece0-4a7a-a1d4-8c764758a8fd;47;32273531;(47) 3227-3531;False;False
29e7c521-49dd-4e97-92ce-46b2459dbbed;b14b2feb-ece0-4a7a-a1d4-8c764758a8fd;47;30263531;(47) 3026-3531;False;False
de9065cb-ab2b-4f85-8c73-d8c3642accdf;b14b2feb-ece0-4a7a-a1d4-8c764758a8fd;47;997395642;(47) 99739-5642;True;False
7b292f07-6825-41cf-b29f-34a934a39888;20fde9dc-79ce-4c08-b775-b02d71b59444;47;34651619;(47) 3465-1619;True;False
748cc45a-450c-44d1-88f1-e725496cceee;20fde9dc-79ce-4c08-b775-b02d71b59444;47;997800046;(47) 99780-0046;False;False
a0cef0a1-1e34-4ffb-9474-0346d9cbb578;988a7f23-0949-4dd1-8b15-7506f6079dda;47;34552215;(47) 3455-2215;False;False
6f9b18b1-928e-4485-9680-5f04db74466a;988a7f23-0949-4dd1-8b15-7506f6079dda;47;991296467;(47) 99129-6467;False;False
1bf60603-99bc-4244-84e6-f7635992b71f;988a7f23-0949-4dd1-8b15-7506f6079dda;47;997827502;(47) 99782-7502;True;False
1d90313c-2989-428d-b2b7-8ea92d7e47c5;07c72fa4-e277-40e0-8f0a-7908609ee0b5;47;996720565;(47) 99672-0565;True;False
e6be85ba-594b-406a-b7c9-544adc44c22c;07c72fa4-e277-40e0-8f0a-7908609ee0b5;47;38042008;(47) 3804-2008;False;False
f6be750c-e51c-46b9-818d-80e21dbefca5;16b0e981-58e2-44f4-9753-6ba60ed75617;47;34371161;(47) 3437-1161;False;False
fb15f61d-ec15-4103-bce4-9be146a0e7b8;16b0e981-58e2-44f4-9753-6ba60ed75617;47;999948856;(47) 99994-8856;True;False
93323f19-ab12-409d-b114-8f27019c6e07;6c7c717c-93b4-4b28-8b3f-8038e5709817;47;34363535;(47) 3436-3535;False;False
8ef384de-9580-4e76-9a9d-dcc9cf602a04;6c7c717c-93b4-4b28-8b3f-8038e5709817;47;34657043;(47) 3465-7043;False;False
ea72ae8e-d8e9-443a-b3cc-71b37c0e37ec;6c7c717c-93b4-4b28-8b3f-8038e5709817;47;984491883;(47) 98449-1883;True;False
a1d1064a-cb38-4fba-94c3-0e47384451d2;8e2336fd-b2b5-4254-a9ec-a905a6ce9b9b;47;984074727;(47) 98407-4727;True;False
3db0db26-7bc5-4603-8c76-e89bc2627841;8e2336fd-b2b5-4254-a9ec-a905a6ce9b9b;47;991084727;(47) 99108-4727;True;False
02f03f1c-479f-4fae-9257-f65a49236093;04e7cbe7-e18c-41d5-ac27-92399518097d;47;34271703;(47) 3427-1703;False;False
35250576-f4f3-451f-87ab-d4f7a98b31b1;04e7cbe7-e18c-41d5-ac27-92399518097d;47;30262220;(47) 3026-2220;False;False
0c322d3c-97e2-4ad0-a064-cc8307f57dc2;04e7cbe7-e18c-41d5-ac27-92399518097d;47;997824546;(47) 99782-4546;True;False
cd831a18-6220-40ed-8967-34bca047e614;1bbfd95a-cffa-4555-a45c-ea7090e9c5b4;47;34292538;(47) 3429-2538;False;False
c8014804-80f6-4119-bf64-685a9070bc91;1bbfd95a-cffa-4555-a45c-ea7090e9c5b4;47;996105300;(47) 99610-5300;True;False
a38d69ca-9415-4db7-ba1f-d1e716342f13;1bbfd95a-cffa-4555-a45c-ea7090e9c5b4;47;999191391;(47) 99919-1391;True;False
5b0e66b2-d9c3-4371-9202-36e4760e4924;1bbfd95a-cffa-4555-a45c-ea7090e9c5b4;47;999128944;(47) 99912-8944;False;False
9a414ed8-76eb-4a1a-8ca2-73ef72bfc768;0c0189eb-586b-4b6a-bbb2-b784a8275e80;47;30277003;(47) 3027-7003;False;False
cc7fb71e-ab3d-41b8-bd64-50c2c49d8190;0c0189eb-586b-4b6a-bbb2-b784a8275e80;47;30277023;(47) 3027-7023;False;False
a3a01887-a1ff-4f3b-a92a-3b9e4863aadf;0c0189eb-586b-4b6a-bbb2-b784a8275e80;47;996100492;(47) 99610-0492;True;False
41103123-805e-4b7e-ada9-d68e18d598f9;d36f6161-ea5d-48f2-8574-72b9334a8dac;47;38040861;(47) 3804-0861;False;False
7efe2527-0cf7-482a-bcc5-2f05de558806;d36f6161-ea5d-48f2-8574-72b9334a8dac;47;30340444;(47) 3034-0444;False;False
b28dc4b4-5608-4f64-b6ff-965553d03b45;d36f6161-ea5d-48f2-8574-72b9334a8dac;47;30432020;(47) 3043-2020;False;False
